"ZIP
code [1]"	Size of adjusted gross income	Number of returns
13071	$100,000 under $200,000	50
13071	$200,000 or more	**
		
13072		360
13072	$1 under $25,000	150
13072	$25,000 under $50,000	120
13072	$50,000 under $75,000	40
13072	$75,000 under $100,000	30
13072	$100,000 under $200,000	20
13072	$200,000 or more	**
		
13073		3,040
13073	$1 under $25,000	1100
13073	$25,000 under $50,000	770
13073	$50,000 under $75,000	490
13073	$75,000 under $100,000	300
13073	$100,000 under $200,000	340
13073	$200,000 or more	40
		
13074		1,870
13074	$1 under $25,000	770
13074	$25,000 under $50,000	510
13074	$50,000 under $75,000	270
13074	$75,000 under $100,000	160
13074	$100,000 under $200,000	160
13074	$200,000 or more	**
		
13076		1,090
13076	$1 under $25,000	400
13076	$25,000 under $50,000	270
13076	$50,000 under $75,000	160
13076	$75,000 under $100,000	130
13076	$100,000 under $200,000	130
13076	$200,000 or more	**
		
13077		3,230
13077	$1 under $25,000	1170
13077	$25,000 under $50,000	840
13077	$50,000 under $75,000	500
13077	$75,000 under $100,000	320
13077	$100,000 under $200,000	340
13077	$200,000 or more	60
		
13078		4,510
13078	$1 under $25,000	1220
13078	$25,000 under $50,000	770
13078	$50,000 under $75,000	540
13078	$75,000 under $100,000	450
13078	$100,000 under $200,000	910
13078	$200,000 or more	620
		
13080		1,690
13080	$1 under $25,000	590
13080	$25,000 under $50,000	430
13080	$50,000 under $75,000	270
13080	$75,000 under $100,000	180
13080	$100,000 under $200,000	220
13080	$200,000 or more	**
		
13081		490
13081	$1 under $25,000	140
13081	$25,000 under $50,000	120
13081	$50,000 under $75,000	80
13081	$75,000 under $100,000	60
13081	$100,000 under $200,000	90
13081	$200,000 or more	**
		
13082		2,280
13082	$1 under $25,000	830
13082	$25,000 under $50,000	580
13082	$50,000 under $75,000	330
13082	$75,000 under $100,000	250
13082	$100,000 under $200,000	270
13082	$200,000 or more	20
		
13083		780
13083	$1 under $25,000	290
13083	$25,000 under $50,000	190
13083	$50,000 under $75,000	120
13083	$75,000 under $100,000	90
13083	$100,000 under $200,000	90
13083	$200,000 or more	**
		
13084		2,220
13084	$1 under $25,000	740
13084	$25,000 under $50,000	490
13084	$50,000 under $75,000	340
13084	$75,000 under $100,000	250
13084	$100,000 under $200,000	330
13084	$200,000 or more	70
		
13088		12,010
13088	$1 under $25,000	4040
13088	$25,000 under $50,000	3390
13088	$50,000 under $75,000	2050
13088	$75,000 under $100,000	1170
13088	$100,000 under $200,000	1210
13088	$200,000 or more	150
		
13090		15,660
13090	$1 under $25,000	5020
13090	$25,000 under $50,000	3580
13090	$50,000 under $75,000	2430
13090	$75,000 under $100,000	1730
13090	$100,000 under $200,000	2540
13090	$200,000 or more	360
		
13092		1,120
13092	$1 under $25,000	400
13092	$25,000 under $50,000	300
13092	$50,000 under $75,000	170
13092	$75,000 under $100,000	130
13092	$100,000 under $200,000	120
13092	$200,000 or more	**
		
13101		1,190
13101	$1 under $25,000	480
13101	$25,000 under $50,000	330
13101	$50,000 under $75,000	190
13101	$75,000 under $100,000	110
13101	$100,000 under $200,000	80
13101	$200,000 or more	**
		
13103		160
13103	$1 under $25,000	90
13103	$25,000 under $50,000	40
13103	$50,000 under $75,000	30
13103	$75,000 under $100,000	**
13103	$100,000 under $200,000	**
13103	$200,000 or more	0
		
13104		7,760
13104	$1 under $25,000	2330
13104	$25,000 under $50,000	1170
13104	$50,000 under $75,000	820
13104	$75,000 under $100,000	700
13104	$100,000 under $200,000	1630
13104	$200,000 or more	1110
		
13108		3,140
13108	$1 under $25,000	1000
13108	$25,000 under $50,000	600
13108	$50,000 under $75,000	460
13108	$75,000 under $100,000	370
13108	$100,000 under $200,000	590
13108	$200,000 or more	120
		
13110		1,160
13110	$1 under $25,000	350
13110	$25,000 under $50,000	280
13110	$50,000 under $75,000	190
13110	$75,000 under $100,000	140
13110	$100,000 under $200,000	160
13110	$200,000 or more	40
		
13111		730
13111	$1 under $25,000	300
13111	$25,000 under $50,000	190
13111	$50,000 under $75,000	130
13111	$75,000 under $100,000	70
13111	$100,000 under $200,000	40
13111	$200,000 or more	**
		
13112		900
13112	$1 under $25,000	300
13112	$25,000 under $50,000	210
13112	$50,000 under $75,000	140
13112	$75,000 under $100,000	80
13112	$100,000 under $200,000	150
13112	$200,000 or more	20
		
13114		2,910
13114	$1 under $25,000	1090
13114	$25,000 under $50,000	700
13114	$50,000 under $75,000	440
13114	$75,000 under $100,000	280
13114	$100,000 under $200,000	370
13114	$200,000 or more	30
		
13116		1,800
13116	$1 under $25,000	600
13116	$25,000 under $50,000	420
13116	$50,000 under $75,000	290
13116	$75,000 under $100,000	230
13116	$100,000 under $200,000	240
13116	$200,000 or more	20
		
13118		2,370
13118	$1 under $25,000	850
13118	$25,000 under $50,000	640
13118	$50,000 under $75,000	370
13118	$75,000 under $100,000	250
13118	$100,000 under $200,000	230
13118	$200,000 or more	30
		
13120		1,030
13120	$1 under $25,000	410
13120	$25,000 under $50,000	290
13120	$50,000 under $75,000	180
13120	$75,000 under $100,000	90
13120	$100,000 under $200,000	60
13120	$200,000 or more	**
		
13122		530
13122	$1 under $25,000	180
13122	$25,000 under $50,000	130
13122	$50,000 under $75,000	90
13122	$75,000 under $100,000	50
13122	$100,000 under $200,000	80
13122	$200,000 or more	**
		
13126		14,570
13126	$1 under $25,000	5710
13126	$25,000 under $50,000	3270
13126	$50,000 under $75,000	2050
13126	$75,000 under $100,000	1370
13126	$100,000 under $200,000	1890
13126	$200,000 or more	280
		
13131		1,670
13131	$1 under $25,000	600
13131	$25,000 under $50,000	440
13131	$50,000 under $75,000	260
13131	$75,000 under $100,000	190
13131	$100,000 under $200,000	180
13131	$200,000 or more	**
		
13132		1,890
13132	$1 under $25,000	690
13132	$25,000 under $50,000	470
13132	$50,000 under $75,000	260
13132	$75,000 under $100,000	200
13132	$100,000 under $200,000	240
13132	$200,000 or more	30
		
13135		3,080
13135	$1 under $25,000	1190
13135	$25,000 under $50,000	720
13135	$50,000 under $75,000	460
13135	$75,000 under $100,000	290
13135	$100,000 under $200,000	360
13135	$200,000 or more	60
		
13136		180
13136	$1 under $25,000	80
13136	$25,000 under $50,000	60
13136	$50,000 under $75,000	20
13136	$75,000 under $100,000	20
13136	$100,000 under $200,000	**
13136	$200,000 or more	**
		
13140		1,970
13140	$1 under $25,000	820
13140	$25,000 under $50,000	520
13140	$50,000 under $75,000	300
13140	$75,000 under $100,000	180
13140	$100,000 under $200,000	150
13140	$200,000 or more	**
		
13141		330
13141	$1 under $25,000	140
13141	$25,000 under $50,000	90
13141	$50,000 under $75,000	50
13141	$75,000 under $100,000	30
13141	$100,000 under $200,000	20
13141	$200,000 or more	**
		
13142		2,800
13142	$1 under $25,000	1100
13142	$25,000 under $50,000	690
13142	$50,000 under $75,000	400
13142	$75,000 under $100,000	260
13142	$100,000 under $200,000	310
13142	$200,000 or more	40
		
13143		1,160
13143	$1 under $25,000	460
13143	$25,000 under $50,000	290
13143	$50,000 under $75,000	190
13143	$75,000 under $100,000	120
13143	$100,000 under $200,000	100
13143	$200,000 or more	**
		
13144		540
13144	$1 under $25,000	240
13144	$25,000 under $50,000	130
13144	$50,000 under $75,000	90
13144	$75,000 under $100,000	50
13144	$100,000 under $200,000	30
13144	$200,000 or more	**
		
13145		860
13145	$1 under $25,000	350
13145	$25,000 under $50,000	220
13145	$50,000 under $75,000	120
13145	$75,000 under $100,000	70
13145	$100,000 under $200,000	100
13145	$200,000 or more	**
		
13146		880
13146	$1 under $25,000	320
13146	$25,000 under $50,000	240
13146	$50,000 under $75,000	170
13146	$75,000 under $100,000	80
13146	$100,000 under $200,000	70
13146	$200,000 or more	**
		
13147		530
13147	$1 under $25,000	190
13147	$25,000 under $50,000	170
13147	$50,000 under $75,000	70
13147	$75,000 under $100,000	50
13147	$100,000 under $200,000	50
13147	$200,000 or more	**
		
13148		4,980
13148	$1 under $25,000	2040
13148	$25,000 under $50,000	1190
13148	$50,000 under $75,000	680
13148	$75,000 under $100,000	480
13148	$100,000 under $200,000	520
13148	$200,000 or more	70
		
13152		3,980
13152	$1 under $25,000	1190
13152	$25,000 under $50,000	630
13152	$50,000 under $75,000	540
13152	$75,000 under $100,000	400
13152	$100,000 under $200,000	750
13152	$200,000 or more	470
		
13155		280
13155	$1 under $25,000	120
13155	$25,000 under $50,000	80
13155	$50,000 under $75,000	30
13155	$75,000 under $100,000	30
13155	$100,000 under $200,000	20
13155	$200,000 or more	**
		
13156		790
13156	$1 under $25,000	270
13156	$25,000 under $50,000	200
13156	$50,000 under $75,000	130
13156	$75,000 under $100,000	80
13156	$100,000 under $200,000	110
13156	$200,000 or more	**
		
13158		650
13158	$1 under $25,000	270
13158	$25,000 under $50,000	180
13158	$50,000 under $75,000	90
13158	$75,000 under $100,000	60
13158	$100,000 under $200,000	50
13158	$200,000 or more	**
		
13159		2,520
13159	$1 under $25,000	800
13159	$25,000 under $50,000	540
13159	$50,000 under $75,000	340
13159	$75,000 under $100,000	280
13159	$100,000 under $200,000	440
13159	$200,000 or more	120
		
13160		930
13160	$1 under $25,000	330
13160	$25,000 under $50,000	210
13160	$50,000 under $75,000	160
13160	$75,000 under $100,000	100
13160	$100,000 under $200,000	110
13160	$200,000 or more	20
		
13164		1,250
13164	$1 under $25,000	400
13164	$25,000 under $50,000	250
13164	$50,000 under $75,000	160
13164	$75,000 under $100,000	150
13164	$100,000 under $200,000	260
13164	$200,000 or more	30
		
13165		5,050
13165	$1 under $25,000	2110
13165	$25,000 under $50,000	1300
13165	$50,000 under $75,000	790
13165	$75,000 under $100,000	440
13165	$100,000 under $200,000	380
13165	$200,000 or more	30
		
13166		2,660
13166	$1 under $25,000	980
13166	$25,000 under $50,000	700
13166	$50,000 under $75,000	440
13166	$75,000 under $100,000	260
13166	$100,000 under $200,000	260
13166	$200,000 or more	20
		
13167		1,600
13167	$1 under $25,000	570
13167	$25,000 under $50,000	410
13167	$50,000 under $75,000	250
13167	$75,000 under $100,000	160
13167	$100,000 under $200,000	190
13167	$200,000 or more	20
		
13202		1,800
13202	$1 under $25,000	1030
13202	$25,000 under $50,000	370
13202	$50,000 under $75,000	190
13202	$75,000 under $100,000	70
13202	$100,000 under $200,000	100
13202	$200,000 or more	40
		
13203		6,440
13203	$1 under $25,000	3460
13203	$25,000 under $50,000	1750
13203	$50,000 under $75,000	580
13203	$75,000 under $100,000	240
13203	$100,000 under $200,000	300
13203	$200,000 or more	110
		
13204		7,990
13204	$1 under $25,000	4590
13204	$25,000 under $50,000	2200
13204	$50,000 under $75,000	700
13204	$75,000 under $100,000	250
13204	$100,000 under $200,000	200
13204	$200,000 or more	50
		
13205		7,310
13205	$1 under $25,000	4010
13205	$25,000 under $50,000	1960
13205	$50,000 under $75,000	770
13205	$75,000 under $100,000	310
13205	$100,000 under $200,000	260
13205	$200,000 or more	**
		
13206		8,460
13206	$1 under $25,000	3700
13206	$25,000 under $50,000	2680
13206	$50,000 under $75,000	1120
13206	$75,000 under $100,000	530
13206	$100,000 under $200,000	400
13206	$200,000 or more	30
		
13207		6,050
13207	$1 under $25,000	2730
13207	$25,000 under $50,000	1670
13207	$50,000 under $75,000	790
13207	$75,000 under $100,000	430
13207	$100,000 under $200,000	360
13207	$200,000 or more	70
		
13208		9,460
13208	$1 under $25,000	5330
13208	$25,000 under $50,000	2570
13208	$50,000 under $75,000	900
13208	$75,000 under $100,000	410
13208	$100,000 under $200,000	250
13208	$200,000 or more	**
		
13209		6,840
13209	$1 under $25,000	2700
13209	$25,000 under $50,000	1900
13209	$50,000 under $75,000	1020
13209	$75,000 under $100,000	600
13209	$100,000 under $200,000	560
13209	$200,000 or more	60
		
13210		6,210
13210	$1 under $25,000	3230
13210	$25,000 under $50,000	1390
13210	$50,000 under $75,000	670
13210	$75,000 under $100,000	370
13210	$100,000 under $200,000	460
13210	$200,000 or more	90
		
13211		3,280
13211	$1 under $25,000	1440
13211	$25,000 under $50,000	1050
13211	$50,000 under $75,000	500
13211	$75,000 under $100,000	180
13211	$100,000 under $200,000	110
13211	$200,000 or more	**
		
13212		10,530
13212	$1 under $25,000	3750
13212	$25,000 under $50,000	2910
13212	$50,000 under $75,000	1720
13212	$75,000 under $100,000	1080
13212	$100,000 under $200,000	970
13212	$200,000 or more	100
		
13214		3,820
13214	$1 under $25,000	1280
13214	$25,000 under $50,000	730
13214	$50,000 under $75,000	580
13214	$75,000 under $100,000	420
13214	$100,000 under $200,000	670
13214	$200,000 or more	140
		
13215		7,170
13215	$1 under $25,000	2260
13215	$25,000 under $50,000	1190
13215	$50,000 under $75,000	930
13215	$75,000 under $100,000	760
13215	$100,000 under $200,000	1560
13215	$200,000 or more	470
		
13219		8,240
13219	$1 under $25,000	2700
13219	$25,000 under $50,000	1940
13219	$50,000 under $75,000	1410
13219	$75,000 under $100,000	920
13219	$100,000 under $200,000	1140
13219	$200,000 or more	130
		
13224		4,180
13224	$1 under $25,000	1660
13224	$25,000 under $50,000	860
13224	$50,000 under $75,000	520
13224	$75,000 under $100,000	350
13224	$100,000 under $200,000	570
13224	$200,000 or more	220
		
13302		650
13302	$1 under $25,000	320
13302	$25,000 under $50,000	160
13302	$50,000 under $75,000	90
13302	$75,000 under $100,000	50
13302	$100,000 under $200,000	30
13302	$200,000 or more	**
		
13303		540
13303	$1 under $25,000	180
13303	$25,000 under $50,000	130
13303	$50,000 under $75,000	80
13303	$75,000 under $100,000	70
13303	$100,000 under $200,000	80
13303	$200,000 or more	**
		
13304		890
13304	$1 under $25,000	280
13304	$25,000 under $50,000	190
13304	$50,000 under $75,000	120
13304	$75,000 under $100,000	90
13304	$100,000 under $200,000	170
13304	$200,000 or more	40
		
13308		1,520
13308	$1 under $25,000	610
13308	$25,000 under $50,000	410
13308	$50,000 under $75,000	250
13308	$75,000 under $100,000	120
13308	$100,000 under $200,000	130
13308	$200,000 or more	**
		
13309		2,650
13309	$1 under $25,000	1030
13309	$25,000 under $50,000	720
13309	$50,000 under $75,000	410
13309	$75,000 under $100,000	270
13309	$100,000 under $200,000	200
13309	$200,000 or more	20
		
13310		290
13310	$1 under $25,000	110
13310	$25,000 under $50,000	80
13310	$50,000 under $75,000	50
13310	$75,000 under $100,000	30
13310	$100,000 under $200,000	20
13310	$200,000 or more	**
		
13314		210
13314	$1 under $25,000	90
13314	$25,000 under $50,000	60
13314	$50,000 under $75,000	30
13314	$75,000 under $100,000	30
13314	$100,000 under $200,000	**
13314	$200,000 or more	**
		
13315		610
13315	$1 under $25,000	260
13315	$25,000 under $50,000	150
13315	$50,000 under $75,000	80
13315	$75,000 under $100,000	60
13315	$100,000 under $200,000	60
13315	$200,000 or more	**
		
13316		2,870
13316	$1 under $25,000	1080
13316	$25,000 under $50,000	830
13316	$50,000 under $75,000	450
13316	$75,000 under $100,000	240
13316	$100,000 under $200,000	240
13316	$200,000 or more	30
		
13317		1,640
13317	$1 under $25,000	600
13317	$25,000 under $50,000	460
13317	$50,000 under $75,000	280
13317	$75,000 under $100,000	130
13317	$100,000 under $200,000	170
13317	$200,000 or more	**
		
13318		620
13318	$1 under $25,000	220
13318	$25,000 under $50,000	190
13318	$50,000 under $75,000	90
13318	$75,000 under $100,000	60
13318	$100,000 under $200,000	60
13318	$200,000 or more	**
		
13319		450
13319	$1 under $25,000	190
13319	$25,000 under $50,000	120
13319	$50,000 under $75,000	70
13319	$75,000 under $100,000	40
13319	$100,000 under $200,000	30
13319	$200,000 or more	**
		
13320		890
13320	$1 under $25,000	340
13320	$25,000 under $50,000	240
13320	$50,000 under $75,000	160
13320	$75,000 under $100,000	60
13320	$100,000 under $200,000	90
13320	$200,000 or more	**
		
13322		540
13322	$1 under $25,000	200
13322	$25,000 under $50,000	130
13322	$50,000 under $75,000	100
13322	$75,000 under $100,000	50
13322	$100,000 under $200,000	60
13322	$200,000 or more	**
		
13323		4,670
13323	$1 under $25,000	1530
13323	$25,000 under $50,000	970
13323	$50,000 under $75,000	710
13323	$75,000 under $100,000	500
13323	$100,000 under $200,000	730
13323	$200,000 or more	230
		
13324		900
13324	$1 under $25,000	340
13324	$25,000 under $50,000	250
13324	$50,000 under $75,000	150
13324	$75,000 under $100,000	90
13324	$100,000 under $200,000	70
13324	$200,000 or more	**
		
13325		440
13325	$1 under $25,000	200
13325	$25,000 under $50,000	120
13325	$50,000 under $75,000	60
13325	$75,000 under $100,000	20
13325	$100,000 under $200,000	40
13325	$200,000 or more	**
		
13326		2,610
13326	$1 under $25,000	900
13326	$25,000 under $50,000	540
13326	$50,000 under $75,000	390
13326	$75,000 under $100,000	240
13326	$100,000 under $200,000	330
13326	$200,000 or more	210
		
13327		950
13327	$1 under $25,000	340
13327	$25,000 under $50,000	270
13327	$50,000 under $75,000	180
13327	$75,000 under $100,000	110
13327	$100,000 under $200,000	50
13327	$200,000 or more	**
		
13328		550
13328	$1 under $25,000	190
13328	$25,000 under $50,000	140
13328	$50,000 under $75,000	90
13328	$75,000 under $100,000	50
13328	$100,000 under $200,000	80
13328	$200,000 or more	**
		
13329		1,600
13329	$1 under $25,000	650
13329	$25,000 under $50,000	440
13329	$50,000 under $75,000	270
13329	$75,000 under $100,000	140
13329	$100,000 under $200,000	100
13329	$200,000 or more	**
		
13331		140
13331	$1 under $25,000	50
